"Pos","Artist and Title","Popularity"
"1970","Sufjan Stevens - Mystery of Love","0.00580"
"1971","Luis Fonsi - Sola","0.00580"
"1972","Drake - Summer Sixteen","0.00580"
"1973","U2 - You’re the Best Thing About Me","0.00579"
"1974","Drake - Fake Love","0.00578"
"1975","Lacrim - Colonel Carrillo","0.00578"
"1976","Coldplay - Viva la Vida","0.00578"
"1977","Ridsa - J'aime bien","0.00576"
"1978","Janet Jackson & Daddy Yankee - Made For Now","0.00574"
"1979","Eagles of Death Metal - Save a Prayer","0.00574"
"1980","MHD - Roger Milla","0.00574"
"1981","Vanessa Paradis - Mi Amor","0.00573"
"1982","Empire Cast - Good Enough (feat. Jussie Smollett)","0.00570"
"1983","The Cinematic Orchestra - To Build a Home (feat. Patrick Watson)","0.00570"
"1984","Lilian Renaud - Promis juré","0.00567"
"1985","Vanessa Paradis & Benjamin Biolay - Pas besoin de permi...","0.00567"
"1986","Florent Pagny - La beauté du doute","0.00567"
"1987","Pascal Obispo - Rien ne dure","0.00566"
"1988","Alonzo - Ils le savent (feat. Jul)","0.00565"
"1989","Ibeyi - River","0.00565"
"1990","Jérôme Echenoz - Le chrome et le coton (Lafayette remix...","0.00565"
"1991","Jul - La classe","0.00565"
"1992","Lorde - Green Light","0.00564"
"1993","Jul - C'est le son de la gratte","0.00564"
"1994","David Guetta, Brooks & Loote - Better When You're Gone","0.00564"
"1995","Conchita Wurst - Rise Like a Phoenix","0.00563"
"1996","Radiohead - Daydreaming","0.00563"
"1997","Sch - John Lennon","0.00561"
"1998","Steve Aoki - Waste It on Me (feat. BTS)","0.00561"
"1999","Silk City, Dua Lipa - Electricity (feat. Diplo & Mark Ronson)","0.00560"
"2000","Bigflo & Oli - La vraie vie","0.00559"
